1.0,72.8,72.8,72.8,68.8
2.0,74.3,74.3,74.3,67.4
3.0,76.7,76.7,76.7,65.3
4.0,78.5,78.5,78.5,63.800000000000004
5.0,78.7,78.7,78.7,59.199999999999996
6.0,79.5,79.5,79.5,52.800000000000004
7.0,79.7,79.7,79.7,50.1
8.0,79.3,79.3,79.3,47.5
9.0,79.10000000000001,79.10000000000001,79.10000000000001,42.8
10.0,79.0,79.0,79.0,37.6
11.0,78.8,78.8,78.8,34.4
12.0,78.8,78.8,78.8,31.8
13.0,79.9,79.9,79.9,31.7
14.0,80.5,80.5,80.5,29.9
15.0,80.60000000000001,80.60000000000001,80.60000000000001,29.5
16.0,80.7,80.7,80.7,30.4
17.0,80.2,80.2,80.2,29.2
18.0,80.5,80.5,80.5,28.9
19.0,80.5,80.5,80.5,28.7
20.0,81.5,81.5,81.5,27.900000000000002
21.0,81.5,81.5,81.5,30.7
22.0,81.5,81.5,81.5,31.3
23.0,81.39999999999999,81.39999999999999,81.39999999999999,33.900000000000006
24.0,81.5,81.5,81.5,36.9
25.0,81.2,81.2,81.2,40.1
26.0,81.69999999999999,81.69999999999999,81.69999999999999,42.0
27.0,82.0,82.0,82.0,41.199999999999996
28.0,82.0,82.0,82.0,41.8
29.0,82.8,82.8,82.8,41.0
30.0,83.0,83.0,83.0,39.7
31.0,83.6,83.6,83.6,38.5
32.0,84.39999999999999,84.39999999999999,84.39999999999999,37.5
33.0,84.2,84.2,84.2,34.300000000000004
34.0,83.5,83.5,83.5,31.7
35.0,83.39999999999999,83.39999999999999,83.39999999999999,29.099999999999998
36.0,82.89999999999999,82.89999999999999,82.89999999999999,26.900000000000002
37.0,83.7,83.7,83.7,28.199999999999996
38.0,84.39999999999999,84.39999999999999,84.39999999999999,30.0
39.0,85.6,85.6,85.6,32.5
40.0,86.8,86.8,86.8,35.0
41.0,87.1,87.1,87.1,34.300000000000004
42.0,86.9,86.9,86.9,34.0
43.0,86.8,86.8,86.8,33.1
44.0,87.3,87.3,87.3,32.1
45.0,87.6,87.6,87.6,38.3
46.0,87.7,87.7,87.7,40.1
47.0,87.7,87.7,87.7,41.5
48.0,88.1,88.1,88.1,45.1
49.0,88.6,88.6,88.6,46.400000000000006
50.0,89.0,89.0,89.0,49.3
51.0,89.4,89.4,89.4,50.6
52.0,89.3,89.3,89.3,50.0
